,review_date,title,score,pos,cons,reviewer,review_country,stay_date
2649,17 January 2020,The location is fantastic and I loved the view from my room.,8.3,The location is fantastic and I loved the view from my room.,Three staff seemed not interested in helping and did not give a friendly vibe,Allan,USA,January 2020
2650,17 January 2020,"Beautiful hotel ,staff very polite and helpful",9.2,"Beautiful hotel ,staff very polite and helpful",N/a,Olini,Australia,January 2020
2651,17 January 2020,Comfortable large hotel room with excellent views of the...,9.6,Comfortable large hotel room with excellent views of the city. Close to all facilities.,No breakfast included in the price,Mark,Australia,December 2019
2652,16 January 2020,An amazing experience!,9.6,"Size of the room, property location, staff, views!",Nothing comes to mind,Alexander,USA,December 2019
2653,16 January 2020,Dream Hotel/ amazing :),10.0,Dream Hotel/ amazing :),,Daniel,Switzerland,January 2020
2654,16 January 2020,"Great location, great pool and great views",8.3,"Great location, great pool and great views",Very noisy air con and traffic noise is horrendous on lower floors,Giuseppe,United Kingdom,January 2020
2655,16 January 2020,Everything,10.0,Everything,The check out time,Rola,Saudi Arabia,January 2020
2656,15 January 2020,Stay was really good,7.9,Location,,P,New Zealand,January 2020
2657,15 January 2020,We enjoyed everything about the property!,10.0,We enjoyed everything about the property! Roof top infinity pool was awesome!,Everything was great would recommend staying there!,Gigi,USA,December 2019
2658,15 January 2020,"Great hotel & staff. Good location. It was beautiful, however, for the price I paid, I was surprised it didn’t inclu",9.2,Great hotel & staff. Good location.,It would have been nicer if the toilet has a separate door from the shower.,Leonilyn,Canada,January 2020
2659,15 January 2020,If u book in this hotel u don’t need to go outside ever!,9.2,If u book in this hotel u don’t need to go outside ever!!!!really Marina is the best,So crowded !!!,Anoud,Saudi Arabia,January 2020
2660,15 January 2020,The atmosphere,9.6,"The atmosphere
The connection to the mall
Aproximity  to MRT
Veraity Resturants",Excellent,Khalid Alomar,Kuwait,January 2020
2661,15 January 2020,Excellent facilities and staff,9.2,Excellent facilities and staff,None,Abdullah,Saudi Arabia,January 2020
2662,15 January 2020,Christmas holiday,9.6,"The rooms, service & location",Too crowded during check in & also the pool,Elena,Malaysia,December 2019
2663,15 January 2020,Pool,5.0,Pool,Overpriced,Dmitri,USA,January 2020
2664,15 January 2020,Worth it,8.8,Very nice hotel,Staff could have been friendlier,Stephanie,New Zealand,December 2019
2665,14 January 2020,They gave us a free room up grade!,9.6,"They gave us a free room up grade!
Great city view!","The pool is too crowded!
Drinks and food too expensive!",Felipe,Brazil,January 2020
2666,14 January 2020,The most amazing hotel i have ever stayed in.,10.0,The most amazing hotel i have ever stayed in.,Paying extra charges to get a room with city view.,SALEH SALAH,Saudi Arabia,January 2020
2667,14 January 2020,Very clean but 3 days is ample,7.1,Restaurants in shopping centre,You can get lost good for 3 days no more,Gulderen,United Kingdom,December 2019
2668,14 January 2020,"Booked 2 premier rooms, but the hotel gave us a suite! We only stayed one night but the views in very direction and loca",9.6,Has the best view of the skyline and more!  Staff was so friendly and helpful.,,Patricia,USA,January 2020
2669,14 January 2020,Infinity pool is amazing.,7.9,Infinity pool is amazing. Short walk to Gardens by the Bay.,Regular room is pretty basic.,Anonymous,Finland,January 2020
2670,14 January 2020,"Expensive, but worth it.",9.6,"While MBS is expensive you get what you pay for - the rooms are huge and very well appointed, and of course the view is unbeatable.",,Duncan,United Kingdom,December 2019
2671,14 January 2020,The pool was just great,9.2,The pool was just great,too crowd,Younjin,South Korea,January 2020
2672,13 January 2020,Kuwait,9.6,Every thing,,Hussain,Kuwait,January 2020
2673,13 January 2020,Great experience.,10.0,Everything is great. The view towards the city is amazing at night.,Nothing really.,Chuan,United Kingdom,December 2019
2674,12 January 2020,Very enjoyable,9.2,"The food and service was excellent, room very spacious and clean.",The cost of the nightclub for guests staying at the hotel,Linda,United Kingdom,January 2020
2675,12 January 2020,The views from the bedroom window.,8.8,The views from the bedroom window. The bathroom.,"Very expensive, food and drinks very expensive.",Bexmur,Ireland,December 2019
2676,12 January 2020,My family and I enjoyed our stay in this hotel. We will definitely coming back.,10.0,Easy check-in/out. The staff are friendly and lovely. The location is great.,,Josephine,Australia,December 2019
2677,12 January 2020,I wish the pool was heated.,9.2,,I wish the pool was heated. It was absolutely freezing at night.,Katherine,USA,January 2020
2678,11 January 2020,"Great hotel, good organization of all facilities and...",10.0,"Great hotel, good organization of all facilities and services. Breakfast is very good, we were in Spago every morning.",,Martina,Switzerland,January 2020
2679,11 January 2020,Stay was good,9.6,Location,Pool not heated,Florence,USA,December 2019
2680,10 January 2020,Superb hotel!,10.0,,Restaurant service at Spago and C'est la Vie did not warrant the prices.,Anonymous,United Kingdom,January 2020
2681,10 January 2020,Excellent hotel with good location,9.6,Excellent hotel with good location,All was good,Gurmeet,Saudi Arabia,
2682,10 January 2020,Everything,10.0,Everything,Nothing,Wayne,Australia,January 2020
2683,10 January 2020,Amazing experience!!,10.0,The room was amazing and the service,Nothing,Reina,New Zealand,December 2019
2684,10 January 2020,Short but sweet Amazing stay,9.2,The infinity pool,Costly,Jerami,United Arab Emirates,January 2020
2685,9 January 2020,The location is great.,9.6,The location is great. The rooftop bar has a fantastic view.,,Stefan,Germany,January 2020
2686,9 January 2020,Pool,9.6,Pool,Water expensive,Ramasela,South Africa,January 2020
2687,8 January 2020,Great hotel,10.0,,Great hotel,Avraham Yigal Vaknin,Israel,December 2019
2688,8 January 2020,"Convenient for Staying , shopping and eating",10.0,"Convenient for Staying , shopping and eating",Long que when checking in,Rujapong,Thailand,January 2020
2689,8 January 2020,Pool is far too cold to swim in comfortably most of the time,10.0,,Pool is far too cold to swim in comfortably most of the time,Gabriella,Canada,December 2019
2690,8 January 2020,Everything about the hotel is 5 star!,9.6,Everything about the hotel is 5 star!,It’s very expensive!,Laura,United Kingdom,January 2020
2691,8 January 2020,Everything.,10.0,Everything. This hotel is like its own city it has everything all in one place.,,Matt,United Kingdom,January 2020
2692,8 January 2020,Everything!,10.0,Everything!!!,,Enkhtsetseg,USA,January 2020
2693,8 January 2020,Everything,9.6,Everything,Location,Anonymous,USA,January 2020
2694,8 January 2020,Great hotel.,10.0,Great hotel. Pure indulgence.,,Amanda,New Zealand,January 2020
2695,7 January 2020,Very impressed with the good behavior of staff,10.0,Very impressed with the good behavior of staff,,Abdulmajeed,Saudi Arabia,January 2020
2696,7 January 2020,everything,10.0,everything,,Abdulaziz,Saudi Arabia,December 2019
2697,7 January 2020,Everything superb,10.0,Everything superb,,Barbara,United Kingdom,January 2020
2698,7 January 2020,Lovely location,7.5,Lovely location,Too big and industrial lack personal touch,Carole,United Kingdom,January 2020
2699,7 January 2020,Great spacious room #1166 amazing view all around property.,10.0,Great spacious room #1166 amazing view all around property. A must place to stay in Singapore,"The pool, the views from our room",Susie,USA,December 2019
2700,6 January 2020,Big family room,7.1,Big family room,Can’t use pool after checkout,Anonymous,Ireland,January 2020
2701,6 January 2020,Beautiful hotel,9.2,Beautiful hotel,No comments,Raj Parbin,Fiji,January 2020
2702,6 January 2020,Horrible!,2.9,Nothing at all!,"I did not like the venue, the room and TV, the food, the restaurants, the staff,etc, etc. there was nothing good about the hotel",Antonio,USA,January 2020
2703,6 January 2020,Expensive crowd and we have wait too much to be attended,7.1,Huge bathroom and clean,Pool very crowded and waiting too much to be attended,Maria,Brazil,January 2020
2704,6 January 2020,PERFECT VIEW,8.8,PERFECT VIEW,The SKY-infinity pool is overloaded,Béla,Hungary,January 2020
2705,6 January 2020,Every Thing 😀,10.0,Every Thing 😀,,Jose,Mexico,December 2019
2706,5 January 2020,A great memory I wouldn't want to miss,8.8,Incredible scenery,Rooftop restaurant and bar,Martin,Switzerland,January 2020
2707,5 January 2020,Perfect hotel,10.0,"everything was wonderful. view, rooms, stuff, rooftop, pool.",that we didn't book more nights!,Nistor,Romania,December 2019
2708,5 January 2020,"Good location, pleasant staff and overall good",9.2,"Good location, pleasant staff and overall good",there was litter lying beside the bin for over 24 hours,Chris,Australia,January 2020
2709,5 January 2020,Wonderful trip and will coming back to this hotel again!,9.2,Great location! Take 5 minutes walking to Merlion park and Garden by the bay.,Nothing,Jennifer,USA,December 2019
2710,3 January 2020,Awsum,9.2,My second time staying there. Both times were great.,Nothing,Jody,Canada,January 2020
2711,3 January 2020,Amazing to stay there once (or twice).,10.0,"Amazing to stay there once (or twice). Friendly staff, nice facilities etc.",,Kristoffer,Sweden,January 2020
2712,3 January 2020,"Bed, pool, mall, views.",9.2,"Bed, pool, mall, views...",Sofa bed was cheap and uncomfortable,Eric,USA,January 2020
2713,3 January 2020,The location and the pool,9.6,The location and the pool,Expensive drinks at pool so you can only have one or two,Craig,Australia,January 2020
2714,3 January 2020,The views & the infinity pool,9.2,The views & the infinity pool,Rooms could do with a freshen up,Tanya,United Kingdom,December 2019
2715,2 January 2020,Staff is very friendly!,9.6,Staff is very friendly! Very clean and great location,,Anonymous,USA,December 2019
2716,2 January 2020,Loved it!,9.6,"Staff was very friendly, spectacular views.",Dress code in certain restaurants was a bit ridiculous,Anonymous,Malta,December 2019
2717,2 January 2020,"Top Experience, top located, very nice and caring Staff!",10.0,"Top Experience, top located, very nice and caring Staff!",,Mag,Austria,December 2019
2718,1 January 2020,FANTASTIC,10.0,"Was so beautiful, room was spacious and bed was comfy!  Pool area was fun and restaurants fantastic",,Theresa Goldenstein,USA,December 2019
2719,30 December 2019,מלון מפחיד !,10.0,מלון מפחיד !! תהנו מכול רגע✌️,,guy,Israel,December 2019
2720,30 December 2019,Service & restaurants!,9.6,Service & restaurants!!!  Club room was worth it.,Pillows & towels!!,Anonymous,Australia,December 2019
2721,29 December 2019,I was given a Gardens By The Bay View and it is near to a lot of activities in the city.,9.6,The view from my room and the courteous staff,No bidet in the comfort room,Cesz,Philippines,December 2019
2722,29 December 2019,Outstandingly special view,10.0,"Outstandingly warm, thoughtful hospitality with an extraordinary location and view. Perfect stay. Thank you.",The pool was smaller than expected.,Anonymous,Germany,December 2019
2723,29 December 2019,it was a really nice hotel,10.0,very happy,nothing,Anonymous,Australia,December 2019
2724,28 December 2019,bestes Hotel ever!,10.0,bestes Hotel ever!!,,Pozzacchio,Luxembourg,December 2019
2725,28 December 2019,The service was excellent.,10.0,The service was excellent.,,Deborah,South Africa,December 2019
2726,28 December 2019,Love club 55 afternoon and evening tea.,9.6,Love club 55 afternoon and evening tea. Love the infinity pool too,,Anonymous,Australia,December 2019
2727,27 December 2019,All fantastic as always,10.0,All fantastic as always,Just....Infinity pool service has to be faster,Andreas,Cyprus,December 2019
2728,27 December 2019,Special,8.0,The room and the pool,There's was not a place to relax in the lobby (without noise),Isabel,Macao,December 2019
2729,26 December 2019,The staff taking care of the room where amazing!,10.0,The staff taking care of the room where amazing! No way to do justice to the view from the infinity pool..,,Anastasia,Cyprus,December 2019
2730,26 December 2019,the facilities & the room,9.2,the facilities & the room,a lot of charges,Ires,Singapore,December 2019
2731,25 December 2019,Everything was fine,10.0,Everything was fine,,Mohamed,Kenya,December 2019
2732,25 December 2019,"Hotel, location , view were perfect",10.0,"Hotel, location , view were perfect",,Anonymous,France,December 2019
2733,24 December 2019,The staff were nice,5.0,The staff were nice,The pictures of the rooms are not matching what I booked. The bathroom did not have a bathtub. It is   an average hotel.,Waleed,Saudi Arabia,December 2019
2734,24 December 2019,Excellent,10.0,Everything,Nothing,Sumenthren,South Africa,December 2019
2735,24 December 2019,Location,9.6,Location,N/a,Reza,United Kingdom,December 2019
2736,24 December 2019,Views & location,8.8,Views & location,Prices. $22 for a beer!,James,USA,December 2019
2737,24 December 2019,Amazing design and location,9.6,Amazing design and location,,Neal,South Africa,December 2019
2738,23 December 2019,Definitely is one of the most outstanding hotels in the...,10.0,"Definitely is one of the most outstanding hotels in the world. Please, try it at least once. It was my second time)",Too much popular :),Semen,Switzerland,December 2019
2739,22 December 2019,Cleanliness,10.0,Cleanliness,,Elena,USA,December 2019
2740,22 December 2019,Great place but check in is slow...,8.8,Beautiful facilities,Slow check in process,José,Guatemala,December 2019
2741,22 December 2019,Excellent location!,10.0,Excellent location!!!!,"The view, centrally located!",Wessel,Australia,December 2019
2742,22 December 2019,Perfect customer service!,10.0,Perfect customer service! Looking forward to going there again!,nothing,Albena,Bulgaria,December 2019
2743,21 December 2019,"Room, pool, staff, views and train service is close by",8.3,"Room, pool, staff, views and train service is close by",Too busy because of the outside vistors,Krish,South Africa,December 2019
2744,21 December 2019,Early check out time compared to other hotels in the world.,9.6,,Early check out time compared to other hotels in the world.,Shah,Kazakhstan,December 2019
2745,20 December 2019,Bucket list ++,9.6,"Comfortable bedding, beautiful view, amazing facilities. But THAT pool...",N/a,Janine,Australia,November 2019
2746,20 December 2019,10/10,10.0,"Everything,  worth the money,  view,  food, staff, service, everything is exceptional!",Nothing!,K,United Kingdom,December 2019
2747,19 December 2019,best experience ever!!!,10.0,everything!!!,nothing,Maria,Italy,December 2019
2748,19 December 2019,Hotel was very luxurious,9.6,Amazing Staff!,Nothing,Anonymous,USA,December 2019
2749,19 December 2019,wifi,5.8,,wifi,Vivien,Australia,December 2019
2750,19 December 2019,Elevator to 55th floor stops a lot.,9.6,,Elevator to 55th floor stops a lot. There should be a nonstop one.,Jie,USA,December 2019
2751,19 December 2019,worth the price!,10.0,the staff who politely assist us in our needs,,Sherina,Japan,December 2019
2752,18 December 2019,A roach was a surprise after we came back from the 57th infinity pool!,8.3,The pool!,"The roach, surprisingly",June,United Arab Emirates,December 2019
2753,18 December 2019,Great,7.5,Bed very comfy,The coffee,Charlotte,Australia,December 2019
2754,18 December 2019,Location facilities,9.6,Location facilities,,Anonymous,USA,December 2019
2755,17 December 2019,Clean,10.0,Clean,,Ricky,USA,November 2019
2756,17 December 2019,Lovely rooms.,9.2,"Lovely rooms.
Pool fabulous.
Restaurants good.","Waiting time in restaurant,told half an hour waited an hour!",Tracey,United Kingdom,December 2019
2757,17 December 2019,MARINA BAY HEAVEN,10.0,Accessible to Mall,Nothing,Silindile,South Africa,December 2019
2758,17 December 2019,No separate bathroom door.,7.9,,No separate bathroom door.,Narelle,Australia,December 2019
2759,17 December 2019,Infinity pool,10.0,Infinity pool,,Tirth,Australia,December 2019
2760,16 December 2019,This is a must place to stay in Singapore!,10.0,This is a must place to stay in Singapore! The hotel infinity pool in the 57 roof top pool has a view to die for.,Nothing.,Kevin,Trinidad and Tobago,December 2019
2761,16 December 2019,Great location.,7.9,Great location.,Rooms are basic if you get the standard/deluxe ones. It’s all abt the sky pool.,Imelda,Singapore,December 2019
2762,16 December 2019,Excellent hotel.,9.2,"Excellent hotel. Lovely experience, but you pay for the pool, not for anything else. I've seen better 5-star hotel rooms than this one.",,Mihai,Romania,December 2019
2763,16 December 2019,EXCELLENT!!!!,9.6,Everything!,Booking.com should have provided a cheaper price for the hotel.,Gavalynn,Australia,December 2019
2764,15 December 2019,It was great experience,8.3,Amazing view,Early check out and not very comfortable bed,Samer,Germany,December 2019
2765,15 December 2019,Staff were amazing and could not fault,9.6,"Staff were amazing and could not fault 
The room was amazing","How venues were booked out privately, so we could not enjoy all facilities",David,United Kingdom,December 2019
2766,15 December 2019,Good,2.5,Overall - hotel and accommodation,The VERY SLOW staff from check out counter.,Criselda,Philippines,December 2019
2767,14 December 2019,"Great service, rooms were big and great amenities overall.",9.6,"Great service, rooms were big and great amenities overall. Pool was amazing and the staff were very polite and nice!",,Anonymous,USA,December 2019
2768,14 December 2019,This is where they will film 'Crazy Rich Asiams 2',7.5,,Snobbiness,Louis,Australia,
2769,14 December 2019,Superb,10.0,"Splendid scenery and wonderful facility. The pool was super, the restaurant inside Sands Tower also nice.",,Siu,Hong Kong,December 2019
2770,13 December 2019,We stayed one night just so we could use the rooftop...,9.2,We stayed one night just so we could use the rooftop infinity pool. It was amazzzzzing and I recommend everyone to save up to do this!,,Susan,United Kingdom,December 2019
2771,13 December 2019,"Wow! Cannot rave about this place to much, everything was amazing",10.0,"Very professional, very clean and everyone so helpful. We will go back there again easily",Stay was too short,Gavin,Australia,December 2019
2772,13 December 2019,The magnificent view!,10.0,The magnificent view!,It’s too expensive!,Bhopa,Australia,December 2019
2773,13 December 2019,Nice,8.3,"The shoppes
Skylark
Garden
Infinity pool",Nothing,Diana,Canada,December 2019
2774,13 December 2019,Pool and room facilities,7.9,Pool and room facilities,Drinks in small water glasses. Lack of costumer service.,Anonymous,Mexico,December 2019
2775,13 December 2019,Location,9.6,Location,,Elizabeth,United Kingdom,December 2019
2776,13 December 2019,"View, food, shopping.",10.0,"View, food, shopping...",,Anonymous,China,December 2019
2777,12 December 2019,Location,7.5,Location,The price of the room seems to be just for standard room. You pretty much are paying for the view.,Norma,USA,December 2019
2778,12 December 2019,Pillows were not comfortable.,9.2,,Pillows were not comfortable.,Mohammad Anas,Saudi Arabia,December 2019
2779,12 December 2019,Great - except for the signage,8.8,"Amazing architecture, fabulous room","Poor signage, long walks and inadequate lifts.",Andrew,United Kingdom,December 2019
2780,12 December 2019,"Swimming pool, easy to go around",10.0,"Swimming pool, easy to go around",,Daniel,South Korea,December 2019
2781,12 December 2019,where is my deposit,10.0,,where is my deposit,Zihan,China,November 2019
2782,11 December 2019,if you stay at one hotel in your life stay at this one it is amazing,9.5,best hotel we have ever stayed at,the price,Stephen,Canada,December 2019
2783,11 December 2019,The Room was clean and the view is magnificent. plus the sky park and infinity pool which is amazing.,9.2,The facilities was good,A bit too expensive for the buffet,Anonymous,Australia,December 2019
2784,11 December 2019,Amazing view,7.1,Amazing view,"No customer service, especially for the price",Aleksandra,Sweden,December 2019
2785,11 December 2019,We stay for one night but we really had good time,9.6,Room view,Everything was good,Laxmi,Hong Kong,December 2019
2786,11 December 2019,Amazing experience!,10.0,Amazing experience!  Beautiful hotel and fabulous staff!,,Katie,Canada,December 2019
2787,11 December 2019,Good view,7.9,Good view,"Need to bring cards to enter pool, cannot bring my family.
Check in Staff and pool staff not patient.",Zh,Singapore,December 2019
2788,11 December 2019,Close the pool to early,10.0,,Close the pool to early,Oscar,USA,December 2019
2789,11 December 2019,The most iconic building in Singapore skyline,10.0,The most iconic building in Singapore skyline,,Gurbinderdeep,United Kingdom,December 2019
2790,10 December 2019,Everything.,10.0,"Everything. Beautiful room, very comfortable bed, big choice of restaurants, great food, helpful & friendly staff",Nothing,Sue,United Kingdom,December 2019
2791,10 December 2019,Amazing hospitality shown. Nice touch precelebrate my daughter’s coming birthday,10.0,The view and the overall experiences,None,Dr,Ireland,December 2019
2792,10 December 2019,Great location and hotel facilities.,9.2,Great location and hotel facilities. The infinity pool is great. Staff very helpful.,Check-in was busy and took about 30 minutes.,Dilveer,United Arab Emirates,December 2019
2793,10 December 2019,You have one problem.,10.0,You have one problem. Actually your lobby is not so comfortable because there are no places to sit like chairs,,Diamant,Israel,December 2019
2794,10 December 2019,Very lovely hotel,9.6,"The view, cleanliness and equipment levels were really good.",None,Aldons,United Kingdom,December 2019
2795,10 December 2019,Room service breakfast was amazing and very delicious,9.6,Room service breakfast was amazing and very delicious,No ice bucket or ice nearby,Gladys,USA,December 2019
2796,9 December 2019,Pool was fantastic.,9.2,Pool was fantastic. Restaurants and shops around were great. Amazing views.,,Hannah,Singapore,December 2019
2797,9 December 2019,View is amazing.,9.6,View is amazing.,Commercial feel,Ryan,South Africa,December 2019
2798,9 December 2019,Excellent,10.0,The whole experience of the stay at the hotel,Can’t fault anything,Anonymous,United Kingdom,November 2019
2799,9 December 2019,My review,6.7,The view and the room,Check-in system slow,Anonymous,Malaysia,December 2019
2800,8 December 2019,"Amazing views, incredibly friendly and helpful staff!",9.6,"Amazing views, incredibly friendly and helpful staff!",Decor could do with updating,Rebecca,United Kingdom,December 2019
2801,8 December 2019,Beautiful views from the top,7.9,,Beautiful views from the top,Arly,USA,December 2019
2802,8 December 2019,The swimming pool is awesomez @ the staff is also freindly...,10.0,The swimming pool is awesomez @ the staff is also freindly & we have gotted upgrade room i just love it.,,Dishant,India,December 2019
2803,8 December 2019,Great views,8.8,"Great views 
Amazing pool 
Friendly staff",A little too busy,Habeeba,United Kingdom,December 2019
2804,8 December 2019,"Nice big room, good service",9.2,"Nice big room, good service",Too big too massive. A nice experience to stay but too many people stay only for the IG post😁,Amanda,Brunei Darussalam,December 2019
2805,8 December 2019,MARVELLOUS,10.0,EVERTHING WAS AWESOME..... WILL BE BACK SOON,LONH WAITING TIME TO CHECK IN AND CHECK OUT,GOLDBERG BALA,Singapore,December 2019
2806,8 December 2019,"Very nice and interesting bilding, exellent pool area on the...",10.0,"Very nice and interesting bilding, exellent pool area on the roof",,Marju,Estonia,December 2019
2807,7 December 2019,Worth it!!,10.0,"Super nice staff, worth every penny.",,Alvaro,USA,December 2019
2808,7 December 2019,Everything,10.0,Everything,Nothing,Georgi,Bulgaria,December 2019
2809,7 December 2019,Pool,10.0,Pool,,Carlos,USA,December 2019
2810,7 December 2019,It’s close to garden by the bay,4.2,It’s close to garden by the bay,You pay Ritz Carlton prices for Holiday Inn calibre room !,Michael,Canada,December 2019
2811,7 December 2019,Will come back again in July.,10.0,"Easy access to all the sights, entertainment, food, train and mall.",,Neomi,USA,December 2019
2812,7 December 2019,i like the pool,8.3,i like the pool,all is good,Anonymous,Philippines,November 2019
2813,6 December 2019,The pool is stunning,10.0,The pool is stunning,It’s really really big,Mickaël,France,November 2019
2814,6 December 2019,"Everything, pool and view are amazing",10.0,"Everything, pool and view are amazing",,Maria,Australia,December 2019
2815,6 December 2019,Good location,6.3,Staffs are friendly and polite,Problem with in room wifi and curtain not working,Suvannee,Thailand,December 2019
2816,5 December 2019,The staff was very friendly and attentive,9.6,The staff was very friendly and attentive,Bath tub water didn’t quite warm up and had some sewage stench when draining,Michael,USA,December 2019
2817,5 December 2019,Location was great.,10.0,Location was great.  Attractions were good too.  The staff was awesome,Everything was great,Erika,USA,December 2019
2818,5 December 2019,Its amaizing,9.2,Its amaizing,Excellent,Cindy,Indonesia,December 2019
2819,5 December 2019,Everything was amazing!,10.0,"Everything was amazing! Great service, amazing room, pool and rooftop area was unreal!!!!",,Vanessa,USA,December 2019
2820,5 December 2019,Excellent service and location,10.0,The structure and the convenience,Nil,Mariam,Australia,December 2019
2821,5 December 2019,Nice garden view,9.6,I like the view from the room. It faces the garden view.,Nothing,P,Singapore,December 2019
2822,4 December 2019,All staf very kind our family and staff gave us free upgrade...,10.0,All staf very kind our family and staff gave us free upgrade room! Thank you so much!,noting,Lyona,Japan,November 2019
2823,3 December 2019,Good first impression,9.2,"Amazing pool, views, location, service and experience overall!",The prices,Nn,USA,December 2019
2824,3 December 2019,Service team showed prompt and sincere response when dealing...,9.2,Service team showed prompt and sincere response when dealing with an house-keeping incident.,沒有,碧玲,Taiwan,December 2019
2825,3 December 2019,Room service was way above expectations!,10.0,Room service was way above expectations! The pool service was amazing! Not overcrowded!,,Megan,Canada,November 2019
2826,3 December 2019,the towels were a bit stiff,10.0,,the towels were a bit stiff,Sheila,Philippines,December 2019
2827,3 December 2019,The swimming pool was superb and service was excellent.,8.8,The swimming pool was superb and service was excellent. Loved access to the shops and all facilities.,,Gillian,Australia,November 2019
2828,3 December 2019,This most amazing hotel in the world.,9.6,This most amazing hotel in the world. The pool is fantastic . Nothing you can’t like about this place,Nothing,Adam,Thailand,December 2019
2829,3 December 2019,efficient service at scale at the spectacular Marina Bay Sands,8.8,convenience of all under one roof,too large a hotel for personalized service,Srivats,India,December 2019
2830,3 December 2019,The location is incredible and the well trained cheerful...,9.6,The location is incredible and the well trained cheerful staff make this very enjoyable especially for a very large hotel,,Lucinda,Hong Kong,December 2019
2831,2 December 2019,"Pool, location",8.8,"Pool, location","Variety of food (gluten free) 
Cost of food and drink is very expensive",Maroon,Australia,December 2019
2832,2 December 2019,Perfect  with my love 1,10.0,Perfect  with my love 1,Nothing,Eric,Singapore,
2833,2 December 2019,Fantastic experience,9.2,The beds,Availability of food in the restaurants and malls after 11pm,Kate,United Arab Emirates,December 2019
2834,2 December 2019,I don t understand why the guarantie payment it is refund...,7.1,,I don t understand why the guarantie payment it is refund after 3-4 weeks!!,Cristian,"Abkhazia, ​Georgia",December 2019
2835,2 December 2019,"The location, the facilities, the staffs",9.6,"The location, the facilities, the staffs",The price,Anonymous,Indonesia,November 2019
2836,2 December 2019,Staff and of course the pool,9.2,"Staff and of course the pool
Staff were so helpful and nice",Rooms were not up to the price you pay,Andreea,Qatar,December 2019
2837,1 December 2019,Fascinating!,9.6,"Little surprise in our room from the hotel as we were celebrating our wedding anniversary.
Early check-in availability.",,Anonymous,United Arab Emirates,November 2019
2838,1 December 2019,An overwhelming experience due to our short stay...,10.0,"The hospitality was great!!!
A very important detail when traveling from another  country...",,Lizzette,USA,December 2019
2839,1 December 2019,Comfortable stay but overrated.,9.2,Excellent facilities and unique infinity pool,The hotel is over rated and pricey.,Jimmy,Malaysia,December 2019
2840,1 December 2019,A Bidet iin the comfrort room is an excellent addition to...,10.0,A Bidet iin the comfrort room is an excellent addition to the spacious bathroom,No Bidet,Mary,Philippines,December 2019
2841,30 November 2019,Awesome sunrise view,9.6,Getting up early to watch the sunrise from the world famous infinity pool was amazing.,The traffic noise from our balcony.,Linda,USA,November 2019
2842,30 November 2019,"Location, cleanliness, view",9.6,"Location, cleanliness, view",,Felix,Switzerland,November 2019
2843,30 November 2019,5 Star in every way.,9.6,5 Star in every way. Pool of course was a show stopper,As expected everything is so expensive. $38 for a beer and a spirit,Kylie,Australia,November 2019
2844,30 November 2019,BB ed was great.,9.6,BB ed was great.,No nibbles with my drink at the bar.,Sheila,United Kingdom,November 2019
2845,29 November 2019,Excellent,9.6,"The views from our room, easily accessible.","No plates, fork,spoons and microwave.",Ronald,New Zealand,November 2019
2846,29 November 2019,It was amazing thank you,9.6,It was amazing thank you,Nothing,Marg,Australia,November 2019
2847,29 November 2019,First class service and amazing amenities!,10.0,First class service and amazing amenities! Easy access to all locations.,,Wendy,South Africa,November 2019
2848,29 November 2019,Everything.,9.6,"Everything...the new structure of the buildings, the shops and of course the infinity pool..amazing",Nothing,Fabrizio,Italy,November 2019
2849,29 November 2019,Fantastic,10.0,Easy check-in friendly staff excellent food & drinks,Check-in area didn't  have that wow factor compared to the rest of hotel,Paul,United Kingdom,November 2019
2850,28 November 2019,Need bathtub included,6.3,So so,,Long,Vietnam,November 2019
2851,28 November 2019,it was a good experience,9.2,the view from the room is so nice,food is expensive,Joe,USA,November 2019
2852,28 November 2019,Everything was just perfect 👌🏻,8.8,Everything was just perfect 👌🏻,,Abdulaziz,Kuwait,November 2019
2853,28 November 2019,Absolutely breathtaking,10.0,"Absolutely breathtaking 
Beautiful 
Clean 
Amazing food, shops , gardens by the Bay, infinity pool❤️💓💓💓",I loved everything about it 💓💓💓,Kathy,Australia,November 2019
2854,28 November 2019,Wonderful experience from the moment we walked in.,10.0,Wonderful experience from the moment we walked in. Maria at reception was amazing.,,Elizabeth,Australia,November 2019
2855,28 November 2019,"The location, how stunning is the hotel, I didn't expect...",10.0,"The location, how stunning is the hotel, I didn't expect a lot of the room, but rooms are stunning also",,Ivan,Colombia,November 2019
2856,28 November 2019,Out of this world,10.0,"It’s the most special experience I have ever had in any hotel , nothing to fault , absolutley amazing 😍",,Amy,Ireland,November 2019
2857,27 November 2019,We had a lovely stay at the hotel!,10.0,We got a free room upgrade!,Nothing,Anonymous,United Kingdom,November 2019
2858,27 November 2019,Good,7.5,Clean,They gave me a disabled room. I’m not disabled. I did not ask for disabled room but have no time to complain. I’m very tired.,Catherine,USA,November 2019
2859,27 November 2019,Amazing!,10.0,Worth every penny! Absolutely lovely!,,Krissy,USA,November 2019
2860,26 November 2019,It was amazing !,10.0,It was amazing !,,Sarah,Morocco,November 2019
2861,26 November 2019,A lovely comfortable stay,7.5,Good international variety,,Indra,India,November 2019
2862,26 November 2019,"The room, view and the facilities",9.6,"The room, view and the facilities",Very very expensive,Karthik,USA,November 2019
